key_point_id,topic,key_point
117,We should ban the use of child actors.,Child performers are deprived of their childhood
118,We should ban the use of child actors.,Child actors are robbed of their childhood
119,We should ban the use of child actors.,Child actors are necessary for movies/ dramas
120,We should ban the use of child actors.,Child actors should be supervised
121,We should ban the use of child actors.,Child actors should be monitored
122,We should ban the use of child actors.,Child actors are good for their future
123,We should close Guantanamo Bay detention camp.,The Guantanamo bay detention camp is a violation of human rights
124,We should close Guantanamo Bay detention camp.,The Guantanamo bay detention camp is inhumane
125,We should close Guantanamo Bay detention camp.,The conditions in the Guantanamo bay detention camp are inhumane
126,We should close Guantanamo Bay detention camp.,The Guantanamo bay detention camp is expensive to maintain
127,We should close Guantanamo Bay detention camp.,Guantanamo bay detention camp is a torture center
128,We should close Guantanamo Bay detention camp.,The Guantanamo bay detention camp provides intelligence
129,We should close Guantanamo Bay detention camp.,The Guantanamo bay detention camp is an embarrassment to the US
130,We should close Guantanamo Bay detention camp.,The Guantanamo bay detention camp is a waste of money
131,We should close Guantanamo Bay detention camp.,The Guantanamo bay detention camp is a necessary part of the US military
132,We should close Guantanamo Bay detention camp.,Guantanamo bay detention camp is necessary
133,We should end affirmative action.,Affirmative action discriminates against certain groups
134,We should end affirmative action.,Affirmative action is discriminatory
135,We should end affirmative action.,Affirmative action is no longer necessary
136,We should end affirmative action.,Affirmative action helps those who are underrepresented
137,We should end affirmative action.,Affirmative action makes it harder for people of equal merit to get jobs
138,We should end affirmative action.,Affirmative action is necessary to protect minorities
139,We should end affirmative action.,affirmative action is harmful
140,We should end affirmative action.,Affirmative action is necessary to ensure equality
141,We should end affirmative action.,affirmative action is necessary to equal opportunities
142,We should end affirmative action.,affirmative action is unfair
143,We should end mandatory retirement.,Mandatory retirement is discriminatory
144,We should end mandatory retirement.,Mandatory retirement saves jobs
145,We should end mandatory retirement.,Older workers are better qualified
146,We should end mandatory retirement.,Mandatory retirement is expensive
147,We should end mandatory retirement.,Mandatory retirement increases the number of people in the workforce
148,We should end mandatory retirement.,People should be allowed to retire at their own age
149,We should fight for the abolition of nuclear weapons.,Nuclear weapons are dangerous
150,We should fight for the abolition of nuclear weapons.,Nuclear weapons are harmful to the environment
151,We should fight for the abolition of nuclear weapons.,Nuclear weapons are a threat to the world
152,We should fight for the abolition of nuclear weapons.,Nuclear weapons promote peace
153,We should fight for the abolition of nuclear weapons.,Nuclear weapons prevent war
154,We should fight urbanization.,Urbanization is bad for the environment
155,We should fight urbanization.,Urbanization is harmful to the environment
156,We should fight urbanization.,Urbanization harms the environment
157,We should fight urbanization.,Urbanization increases crime
158,We should fight urbanization.,Urbanization increases the amount of pollutants
159,We should fight urbanization.,Urbanization benefits the economy
160,We should fight urbanization.,Urbanization benefits people
161,We should fight urbanization.,Urbanization creates a poor quality of life
162,We should introduce compulsory voting.,compulsory voting is good for democracy
163,We should introduce compulsory voting.,Compulsory voting increases voter awareness
164,We should introduce compulsory voting.,Compulsory voting will increase voter turnout
165,We should introduce compulsory voting.,Compulsory voting violates freedom of choice
166,We should introduce compulsory voting.,Voting is important for democracy
167,We should introduce compulsory voting.,compulsory voting is unsafe
168,We should introduce compulsory voting.,Compulsory voting violates individual freedoms
169,We should introduce compulsory voting.,compulsory voting is bad for the economy
170,We should introduce compulsory voting.,compulsory voting is against freedom
171,We should legalize cannabis.,Cannabis can be used for medicinal purposes
172,We should legalize cannabis.,Cannabis can be beneficial for certain medical conditions
173,We should legalize cannabis.,Legal cannabis will increase addiction
174,We should legalize cannabis.,Cannabis is addictive/can cause mental health issues
175,We should legalize cannabis.,Legalizing cannabis will save police resources
176,We should legalize cannabis.,Cannabis is a good alternative to tobacco/drugs
177,We should legalize cannabis.,Cannabis is a gateway drug
178,We should legalize cannabis.,Cannabis is a good business
179,We should legalize cannabis.,Cannabis harms the environment
180,We should legalize prostitution.,Legalizing sex work will make it safer for women
181,We should legalize prostitution.,Legalizing sex work increases sexual trafficking
182,We should legalize prostitution.,Legalizing prostitution would make prostitution safer
183,We should legalize prostitution.,Legalizing sex work increases sexually transmitted diseases
184,We should legalize prostitution.,Legalizing sex work will increase safety
185,We should legalize prostitution.,Legalizing sex work will harm women
186,We should legalize prostitution.,Legalizing sex work will increase revenue for social services
187,We should legalize prostitution.,Legalizing prostitution will increase revenue
188,We should legalize prostitution.,Legalizing sex work will protect workers
189,We should legalize sex selection.,Sex selection increases abortion rates
190,We should legalize sex selection.,Sex selection harms the gender balance
191,We should legalize sex selection.,Sex selection helps balance genders
192,We should legalize sex selection.,Sex selection is against nature
193,We should legalize sex selection.,Sex selection is beneficial for families
194,We should legalize sex selection.,Sex selection prevents diseases
195,We should legalize sex selection.,Sex selection is a good thing
196,We should legalize sex selection.,Sex selection is a choice
197,We should prohibit flag burning.,Flag burning is dangerous
198,We should prohibit flag burning.,Flag burning is a form of expression
199,We should prohibit flag burning.,Flag burning is unconstitutional
200,We should prohibit flag burning.,Flag burning is disrespectful to the veterans
201,We should prohibit flag burning.,Flag burning is disrespectful to veterans
202,We should prohibit flag burning.,Flag burning is a provocative act
203,We should prohibit flag burning.,Flag burning is disrespectful to the flag
204,We should prohibit flag burning.,Flag burning is a form of freedom of expression
205,We should prohibit women in combat.,Women are not as physically capable as men
206,We should prohibit women in combat.,Women are not as physically strong as men
207,We should prohibit women in combat.,Women should not be involved in combat because it is detrimental to their children
208,We should prohibit women in combat.,Women in combat are allowed to pursue their dreams
209,We should prohibit women in combat.,Women can perform better than men in combat
210,We should prohibit women in combat.,Women can be as effective as men in combat
211,We should prohibit women in combat.,Women should be allowed to fight in combat
212,We should subsidize journalism.,subsidizing journalism allows more voices to be heard
213,We should subsidize journalism.,subsidizing journalism will increase bias
214,We should subsidize journalism.,Journalism is important for society
215,We should subsidize journalism.,Journalism is important to society
216,We should subsidize journalism.,subsidizing journalism is harmful to journalism
217,We should subsidize journalism.,Subsidies will increase accuracy/reporting
218,We should subsidize journalism.,subsidizing journalism will make it more biased
219,We should subsidize journalism.,The subsidy would be detrimental to journalism
220,We should subsidize journalism.,The government should not subsidise journalism
221,We should subsidize space exploration.,Space exploration is important to better understand the universe
222,We should subsidize space exploration.,Space exploration is a waste of money
223,We should subsidize space exploration.,Space exploration is important for scientific research
224,We should subsidize space exploration.,Space exploration is important for scientific advancement
225,We should subsidize space exploration.,Space exploration is important to understanding the universe
226,We should subsidize space exploration.,Space exploration is unnecessary
227,We should subsidize space exploration.,Space exploration is expensive
228,We should subsidize space exploration.,Space exploration is wasteful
229,We should subsidize vocational education.,vocational education is beneficial to society
230,We should subsidize vocational education.,vocational education is beneficial for the economy
231,We should subsidize vocational education.,vocational education is beneficial for society
232,We should subsidize vocational education.,vocational education is necessary for people who are unemployed
233,We should subsidize vocational education.,subsidizing vocational education will increase the economy
234,We should subsidize vocational education.,vocational education is necessary for the economy
235,We should subsidize vocational education.,vocational education is necessary for those who can't afford college
236,We should subsidize vocational education.,subsidizing vocational education would be a waste of money
237,We should subsidize vocational education.,vocational education is not well-paid
238,Routine child vaccinations should be mandatory.,Routine vaccinations save lives
239,Routine child vaccinations should be mandatory.,Routine vaccinations are necessary for health
240,Routine child vaccinations should be mandatory.,Routine vaccinations are necessary for children
241,Routine child vaccinations should be mandatory.,Immunizations are beneficial for children
242,Routine child vaccinations should be mandatory.,Routine vaccinations are necessary to protect children
243,Routine child vaccinations should be mandatory.,Immunization is necessary for health
244,Routine child vaccinations should be mandatory.,Immunizations are harmful
245,Routine child vaccinations should be mandatory.,Routine vaccinations are necessary
246,Routine child vaccinations should be mandatory.,Vaccines protect against diseases
247,Social media platforms should be regulated by the government.,Government regulation would prevent fake news
248,Social media platforms should be regulated by the government.,Social media platforms should be regulated by the government
249,Social media platforms should be regulated by the government.,Social media platforms should be regulated
250,Social media platforms should be regulated by the government.,People feel that social media platforms are restricting freedom of expression
251,Social media platforms should be regulated by the government.,The government should regulate social media
252,Social media platforms should be regulated by the government.,Regulating social media platforms is necessary to prevent harmful content
253,Social media platforms should be regulated by the government.,Government regulation is harmful to freedom of speech
254,Social media platforms should be regulated by the government.,The government should regulate social media platforms
255,The USA is a good country to live in.,The United States is a country that offers opportunities
256,The USA is a good country to live in.,The USA is a good place to live
257,The USA is a good country to live in.,The USA has a good standard of living
258,The USA is a good country to live in.,The US is a rich/famous/rich/famous/rich/famous/rich/rich/rich/rich/rich/rich/rich/rich/rich/rich/rich/rich/rich/rich/rich/rich/rich/rich/rich/rich
259,The USA is a good country to live in.,The USA is a good country to live in
260,The USA is a good country to live in.,The United States is a good place to live
261,The USA is a good country to live in.,The US is a good place to live
