key_point_id,topic,key_point
86,We_should_abandon_marriage,Marriages tie up people with unfair obligations
87,We_should_abandon_marriage,Marriages tie up people with unfair obligations
88,We_should_abandon_marriage,Marriages tie up people with unfair obligations
89,We_should_abandon_marriage,Marriages tie up people with unfair obligations
90,We_should_abandon_marriage,Marriages tie up people with unfair obligations
91,We_should_abandon_marriage,Marriages tie up people with unfair obligations
92,We_should_abandon_marriage,Marriages tie up people with unfair obligations
93,We_should_abandon_marriage,Marriages tie up people with unfair obligations
94,We_should_abandon_marriage,Marriages tie up people with unfair obligations
95,We_should_ban_the_use_of_child_actors,Child performers tend to develop problems later in life
96,We_should_ban_the_use_of_child_actors,Child performers tend to develop problems later in life
97,We_should_ban_the_use_of_child_actors,Child performers tend to develop problems later in life
98,We_should_ban_the_use_of_child_actors,Child performers tend to develop problems later in life
99,We_should_ban_the_use_of_child_actors,Child performers tend to develop problems later in life
100,We_should_ban_the_use_of_child_actors,Child performers tend to develop problems later in life
101,We_should_ban_the_use_of_child_actors,Child performers tend to develop problems later in life
102,We_should_ban_the_use_of_child_actors,Child performers tend to develop problems later in life
103,We_should_ban_the_use_of_child_actors,Child performers tend to develop problems later in life
104,We_should_ban_the_use_of_child_actors,Child performers tend to develop problems later in life
105,We_should_subsidize_space_exploration,Space exploration is necessary for the future survival of humanity
106,We_should_subsidize_space_exploration,Space exploration is necessary for the future survival of humanity
107,We_should_subsidize_space_exploration,Space exploration is necessary for the future survival of humanity
108,We_should_subsidize_space_exploration,Space exploration is necessary for the future survival of humanity
109,We_should_subsidize_space_exploration,Space exploration is necessary for the future survival of humanity
110,We_should_subsidize_space_exploration,Space exploration is necessary for the future survival of humanity
111,We_should_subsidize_space_exploration,Space exploration is necessary for the future survival of humanity
112,We_should_subsidize_space_exploration,Space exploration is necessary for the future survival of humanity
113,We_should_subsidize_space_exploration,Space exploration is necessary for the future survival of humanity
114,We_should_adopt_an_austerity_regime,Austerity is necessary to reduce deficits or pay debts
115,We_should_adopt_an_austerity_regime,Austerity is necessary to reduce deficits or pay debts
116,We_should_adopt_an_austerity_regime,Austerity is necessary to reduce deficits or pay debts
117,We_should_adopt_an_austerity_regime,Austerity is necessary to reduce deficits or pay debts
118,We_should_adopt_an_austerity_regime,Austerity is necessary to reduce deficits or pay debts
119,We_should_adopt_an_austerity_regime,Austerity is necessary to reduce deficits or pay debts
120,We_should_adopt_an_austerity_regime,Austerity is necessary to reduce deficits or pay debts
121,We_should_adopt_an_austerity_regime,Austerity is necessary to reduce deficits or pay debts
122,We_should_adopt_an_austerity_regime,Austerity is necessary to reduce deficits or pay debts
123,We_should_adopt_an_austerity_regime,Austerity is necessary to reduce deficits or pay debts
124,We_should_end_mandatory_retirement,A mandatory retirement age creates opportunities for other workers
125,We_should_end_mandatory_retirement,A mandatory retirement age creates opportunities for other workers
126,We_should_end_mandatory_retirement,A mandatory retirement age creates opportunities for other workers
127,We_should_end_mandatory_retirement,A mandatory retirement age creates opportunities for other workers
128,We_should_end_mandatory_retirement,A mandatory retirement age creates opportunities for other workers
129,We_should_end_mandatory_retirement,A mandatory retirement age creates opportunities for other workers
130,We_should_end_mandatory_retirement,A mandatory retirement age creates opportunities for other workers
131,We_should_adopt_atheism,Atheism lacks morality
132,We_should_adopt_atheism,Atheism lacks morality
133,We_should_adopt_atheism,Atheism lacks morality
134,We_should_adopt_atheism,Atheism lacks morality
135,We_should_adopt_atheism,Atheism lacks morality
136,We_should_adopt_atheism,Atheism lacks morality
137,We_should_adopt_atheism,Atheism lacks morality
138,Homeschooling_should_be_banned,Homeschools cannot be regulated/standardized
139,Homeschooling_should_be_banned,Homeschools cannot be regulated/standardized
140,Homeschooling_should_be_banned,Homeschools cannot be regulated/standardized
141,Homeschooling_should_be_banned,Homeschools cannot be regulated/standardized
142,Homeschooling_should_be_banned,Homeschools cannot be regulated/standardized
143,Homeschooling_should_be_banned,Homeschools cannot be regulated/standardized
144,Homeschooling_should_be_banned,Homeschools cannot be regulated/standardized
145,Homeschooling_should_be_banned,Homeschools cannot be regulated/standardized
146,Homeschooling_should_be_banned,Homeschools cannot be regulated/standardized
147,Homeschooling_should_be_banned,Homeschools cannot be regulated/standardized
148,We_should_prohibit_flag_burning,flag burning is justified due to freedom of expression
149,We_should_prohibit_flag_burning,flag burning is justified due to freedom of expression
150,We_should_prohibit_flag_burning,flag burning is justified due to freedom of expression
151,We_should_prohibit_flag_burning,flag burning is justified due to freedom of expression
152,We_should_ban_private_military_companies,Private military companies are less ethical and violate rights or commit crimes
153,We_should_ban_private_military_companies,Private military companies are less ethical and violate rights or commit crimes
154,We_should_ban_private_military_companies,Private military companies are less ethical and violate rights or commit crimes
155,We_should_ban_private_military_companies,Private military companies are less ethical and violate rights or commit crimes
156,We_should_ban_private_military_companies,Private military companies are less ethical and violate rights or commit crimes
157,We_should_ban_private_military_companies,Private military companies are less ethical and violate rights or commit crimes
158,We_should_ban_private_military_companies,Private military companies are less ethical and violate rights or commit crimes
159,We_should_ban_private_military_companies,Private military companies are less ethical and violate rights or commit crimes
160,We_should_ban_private_military_companies,Private military companies are less ethical and violate rights or commit crimes
161,The_vow_of_celibacy_should_be_abandoned,Removing celibacy could lead to sexually reckless acts
162,The_vow_of_celibacy_should_be_abandoned,Removing celibacy could lead to sexually reckless acts
163,The_vow_of_celibacy_should_be_abandoned,Removing celibacy could lead to sexually reckless acts
164,The_vow_of_celibacy_should_be_abandoned,Removing celibacy could lead to sexually reckless acts
165,The_vow_of_celibacy_should_be_abandoned,Removing celibacy could lead to sexually reckless acts
166,The_vow_of_celibacy_should_be_abandoned,Removing celibacy could lead to sexually reckless acts
167,The_vow_of_celibacy_should_be_abandoned,Removing celibacy could lead to sexually reckless acts
168,The_vow_of_celibacy_should_be_abandoned,Removing celibacy could lead to sexually reckless acts
169,The_vow_of_celibacy_should_be_abandoned,Removing celibacy could lead to sexually reckless acts
170,The_vow_of_celibacy_should_be_abandoned,Removing celibacy could lead to sexually reckless acts
171,The_vow_of_celibacy_should_be_abandoned,Removing celibacy could lead to sexually reckless acts
172,We_should_subsidize_vocational_education,vocational education is not a good career choice
173,We_should_subsidize_vocational_education,vocational education is not a good career choice
174,We_should_subsidize_vocational_education,vocational education is not a good career choice
175,We_should_subsidize_vocational_education,vocational education is not a good career choice
176,We_should_subsidize_vocational_education,vocational education is not a good career choice
177,We_should_subsidize_vocational_education,vocational education is not a good career choice
178,We_should_subsidize_vocational_education,vocational education is not a good career choice
179,We_should_subsidize_vocational_education,vocational education is not a good career choice
180,We_should_abolish_intellectual_property_rights,Intellectual property prevents the continuous improvement of a service/product
181,We_should_abolish_intellectual_property_rights,Intellectual property prevents the continuous improvement of a service/product
182,We_should_abolish_intellectual_property_rights,Intellectual property prevents the continuous improvement of a service/product
183,We_should_abolish_intellectual_property_rights,Intellectual property prevents the continuous improvement of a service/product
184,We_should_abolish_intellectual_property_rights,Intellectual property prevents the continuous improvement of a service/product
185,We_should_abolish_intellectual_property_rights,Intellectual property prevents the continuous improvement of a service/product
186,We_should_abolish_intellectual_property_rights,Intellectual property prevents the continuous improvement of a service/product
187,We_should_abolish_intellectual_property_rights,Intellectual property prevents the continuous improvement of a service/product
188,We_should_abolish_intellectual_property_rights,Intellectual property prevents the continuous improvement of a service/product
189,We_should_abolish_intellectual_property_rights,Intellectual property prevents the continuous improvement of a service/product
190,We_should_adopt_libertarianism,Libertarianism increases economic growth
191,We_should_adopt_libertarianism,Libertarianism increases economic growth
192,We_should_adopt_libertarianism,Libertarianism increases economic growth
193,We_should_adopt_libertarianism,Libertarianism increases economic growth
194,We_should_adopt_libertarianism,Libertarianism increases economic growth
195,We_should_adopt_libertarianism,Libertarianism increases economic growth
196,We_should_adopt_libertarianism,Libertarianism increases economic growth
197,We_should_adopt_libertarianism,Libertarianism increases economic growth
198,We_should_adopt_libertarianism,Libertarianism increases economic growth
199,We_should_fight_urbanization,Cities offer more opportunities
200,We_should_fight_urbanization,Cities offer more opportunities
201,We_should_fight_urbanization,Cities offer more opportunities
202,We_should_fight_urbanization,Cities offer more opportunities
203,We_should_fight_urbanization,Cities offer more opportunities
204,We_should_fight_urbanization,Cities offer more opportunities
205,We_should_fight_urbanization,Cities offer more opportunities
206,We_should_end_affirmative_action,Affirmative action is necessary to compensate for the past
207,We_should_end_affirmative_action,Affirmative action is necessary to compensate for the past
208,We_should_end_affirmative_action,Affirmative action is necessary to compensate for the past
209,We_should_end_affirmative_action,Affirmative action is necessary to compensate for the past
210,We_should_end_affirmative_action,Affirmative action is necessary to compensate for the past
211,We_should_end_affirmative_action,Affirmative action is necessary to compensate for the past
212,We_should_end_affirmative_action,Affirmative action is necessary to compensate for the past
213,We_should_end_affirmative_action,Affirmative action is necessary to compensate for the past
214,We_should_prohibit_women_in_combat,Women should be accepted as long as they pass the tests
215,We_should_prohibit_women_in_combat,Women should be accepted as long as they pass the tests
216,We_should_prohibit_women_in_combat,Women should be accepted as long as they pass the tests
217,We_should_prohibit_women_in_combat,Women should be accepted as long as they pass the tests
218,We_should_prohibit_women_in_combat,Women should be accepted as long as they pass the tests
219,We_should_prohibit_women_in_combat,Women should be accepted as long as they pass the tests
220,We_should_prohibit_women_in_combat,Women should be accepted as long as they pass the tests
221,We_should_prohibit_women_in_combat,Women should be accepted as long as they pass the tests
222,We_should_prohibit_women_in_combat,Women should be accepted as long as they pass the tests
223,We_should_prohibit_women_in_combat,Women should be accepted as long as they pass the tests
224,We_should_prohibit_women_in_combat,Women should be accepted as long as they pass the tests
225,We_should_abandon_the_use_of_school_uniform,School uniform harms learning/creativity
226,We_should_abandon_the_use_of_school_uniform,School uniform harms learning/creativity
227,We_should_abandon_the_use_of_school_uniform,School uniform harms learning/creativity
228,We_should_abandon_the_use_of_school_uniform,School uniform harms learning/creativity
229,We_should_abandon_the_use_of_school_uniform,School uniform harms learning/creativity
230,We_should_abandon_the_use_of_school_uniform,School uniform harms learning/creativity
231,We_should_abandon_the_use_of_school_uniform,School uniform harms learning/creativity
232,We_should_abandon_the_use_of_school_uniform,School uniform harms learning/creativity
233,We_should_abandon_the_use_of_school_uniform,School uniform harms learning/creativity
234,We_should_abandon_the_use_of_school_uniform,School uniform harms learning/creativity
235,We_should_ban_human_cloning,Cloning is unnatural
236,We_should_ban_human_cloning,Cloning is unnatural
237,We_should_ban_human_cloning,Cloning is unnatural
238,We_should_ban_human_cloning,Cloning is unnatural
239,We_should_ban_human_cloning,Cloning is unnatural
240,We_should_ban_human_cloning,Cloning is unnatural
241,We_should_ban_human_cloning,Cloning is unnatural
242,We_should_ban_human_cloning,Cloning is unnatural
243,We_should_ban_human_cloning,Cloning is unnatural
244,Routine child vaccinations should be mandatory,Routine child vaccinations should be mandatory to prevent virus/disease spreading
245,Routine child vaccinations should be mandatory,Routine child vaccinations should be mandatory to prevent virus/disease spreading
246,Routine child vaccinations should be mandatory,Routine child vaccinations should be mandatory to prevent virus/disease spreading
247,Routine child vaccinations should be mandatory,Routine child vaccinations should be mandatory to prevent virus/disease spreading
248,Routine child vaccinations should be mandatory,Routine child vaccinations should be mandatory to prevent virus/disease spreading
249,Routine child vaccinations should be mandatory,Routine child vaccinations should be mandatory to prevent virus/disease spreading
250,Routine child vaccinations should be mandatory,Routine child vaccinations should be mandatory to prevent virus/disease spreading
251,Routine child vaccinations should be mandatory,Routine child vaccinations should be mandatory to prevent virus/disease spreading
252,Routine child vaccinations should be mandatory,Routine child vaccinations should be mandatory to prevent virus/disease spreading
253,Social media platforms should be regulated by the government,Social media regulation is beneficial to society at large
254,Social media platforms should be regulated by the government,Social media regulation is beneficial to society at large
255,Social media platforms should be regulated by the government,Social media regulation is beneficial to society at large
256,Social media platforms should be regulated by the government,Social media regulation is beneficial to society at large
257,Social media platforms should be regulated by the government,Social media regulation is beneficial to society at large
258,Social media platforms should be regulated by the government,Social media regulation is beneficial to society at large
259,Social media platforms should be regulated by the government,Social media regulation is beneficial to society at large
260,Social media platforms should be regulated by the government,Social media regulation is beneficial to society at large
261,Social media platforms should be regulated by the government,Social media regulation is beneficial to society at large
262,Social media platforms should be regulated by the government,Social media regulation is beneficial to society at large
263,The USA is a good country to live in,The US has a great environment/nature
264,The USA is a good country to live in,The US has a great environment/nature
265,The USA is a good country to live in,The US has a great environment/nature
266,The USA is a good country to live in,The US has a great environment/nature
267,The USA is a good country to live in,The US has a great environment/nature
268,The USA is a good country to live in,The US has a great environment/nature
269,The USA is a good country to live in,The US has a great environment/nature
270,The USA is a good country to live in,The US has a great environment/nature
271,The USA is a good country to live in,The US has a great environment/nature
272,The USA is a good country to live in,The US has a great environment/nature
273,The USA is a good country to live in,The US has a great environment/nature
274,The USA is a good country to live in,The US has a great environment/nature
275,The USA is a good country to live in,The US has a great environment/nature
276,The USA is a good country to live in,The US has a great environment/nature
